,neg_img_name,bin_start,bin_ends
0,neg_img_0_0.png,1610602278468219.0,1610602278476309.2
1,neg_img_0_1.png,1610602278476309.2,1610602278484399.8
2,neg_img_0_2.png,1610602278484399.8,1610602278492490.0
3,neg_img_0_3.png,1610602278492490.0,1610602278500580.5
4,neg_img_0_4.png,1610602278500580.5,1610602278508670.8
5,neg_img_1_0.png,1610602278508670.8,1610602278516761.0
6,neg_img_1_1.png,1610602278516761.0,1610602278524851.5
7,neg_img_1_2.png,1610602278524851.5,1610602278532941.8
8,neg_img_1_3.png,1610602278532941.8,1610602278541032.2
9,neg_img_1_4.png,1610602278541032.2,1610602278549122.5
10,neg_img_2_0.png,1610602278549122.5,1610602278557212.8
11,neg_img_2_1.png,1610602278557212.8,1610602278565303.2
12,neg_img_2_2.png,1610602278565303.2,1610602278573393.5
13,neg_img_2_3.png,1610602278573393.5,1610602278581484.0
14,neg_img_2_4.png,1610602278581484.0,1610602278589574.2
15,neg_img_3_0.png,1610602278589574.2,1610602278597664.5
16,neg_img_3_1.png,1610602278597664.5,1610602278605755.0
17,neg_img_3_2.png,1610602278605755.0,1610602278613845.2
18,neg_img_3_3.png,1610602278613845.2,1610602278621935.8
19,neg_img_3_4.png,1610602278621935.8,1610602278630026.0
20,neg_img_4_0.png,1610602278630026.0,1610602278638116.2
21,neg_img_4_1.png,1610602278638116.2,1610602278646206.8
22,neg_img_4_2.png,1610602278646206.8,1610602278654297.0
23,neg_img_4_3.png,1610602278654297.0,1610602278662387.5
24,neg_img_4_4.png,1610602278662387.5,1610602278670477.8
25,neg_img_5_0.png,1610602278670477.8,1610602278678568.0
26,neg_img_5_1.png,1610602278678568.0,1610602278686658.5
27,neg_img_5_2.png,1610602278686658.5,1610602278694748.8
28,neg_img_5_3.png,1610602278694748.8,1610602278702839.2
29,neg_img_5_4.png,1610602278702839.2,1610602278710929.5
30,neg_img_6_0.png,1610602278710929.5,1610602278719019.8
31,neg_img_6_1.png,1610602278719019.8,1610602278727110.2
32,neg_img_6_2.png,1610602278727110.2,1610602278735200.5
33,neg_img_6_3.png,1610602278735200.5,1610602278743291.0
34,neg_img_6_4.png,1610602278743291.0,1610602278751381.2
35,neg_img_7_0.png,1610602278751381.2,1610602278759471.5
36,neg_img_7_1.png,1610602278759471.5,1610602278767562.0
37,neg_img_7_2.png,1610602278767562.0,1610602278775652.2
38,neg_img_7_3.png,1610602278775652.2,1610602278783742.8
39,neg_img_7_4.png,1610602278783742.8,1610602278791833.0
40,neg_img_8_0.png,1610602278791833.0,1610602278799923.2
41,neg_img_8_1.png,1610602278799923.2,1610602278808013.8
42,neg_img_8_2.png,1610602278808013.8,1610602278816104.0
43,neg_img_8_3.png,1610602278816104.0,1610602278824194.5
44,neg_img_8_4.png,1610602278824194.5,1610602278832284.8
45,neg_img_9_0.png,1610602278832284.8,1610602278840375.0
46,neg_img_9_1.png,1610602278840375.0,1610602278848465.5
47,neg_img_9_2.png,1610602278848465.5,1610602278856555.8
48,neg_img_9_3.png,1610602278856555.8,1610602278864646.2
49,neg_img_9_4.png,1610602278864646.2,1610602278872736.5
50,neg_img_10_0.png,1610602278872736.5,1610602278880826.8
51,neg_img_10_1.png,1610602278880826.8,1610602278888917.2
52,neg_img_10_2.png,1610602278888917.2,1610602278897007.5
53,neg_img_10_3.png,1610602278897007.5,1610602278905098.0
54,neg_img_10_4.png,1610602278905098.0,1610602278913188.2
55,neg_img_11_0.png,1610602278913188.2,1610602278921278.5
56,neg_img_11_1.png,1610602278921278.5,1610602278929369.0
57,neg_img_11_2.png,1610602278929369.0,1610602278937459.2
58,neg_img_11_3.png,1610602278937459.2,1610602278945549.8
59,neg_img_11_4.png,1610602278945549.8,1610602278953640.0
60,neg_img_12_0.png,1610602278953640.0,1610602278961730.2
61,neg_img_12_1.png,1610602278961730.2,1610602278969820.8
62,neg_img_12_2.png,1610602278969820.8,1610602278977911.0
63,neg_img_12_3.png,1610602278977911.0,1610602278986001.5
64,neg_img_12_4.png,1610602278986001.5,1610602278994091.8
65,neg_img_13_0.png,1610602278994091.8,1610602279002182.0
66,neg_img_13_1.png,1610602279002182.0,1610602279010272.5
67,neg_img_13_2.png,1610602279010272.5,1610602279018362.8
68,neg_img_13_3.png,1610602279018362.8,1610602279026453.2
69,neg_img_13_4.png,1610602279026453.2,1610602279034543.5
70,neg_img_14_0.png,1610602279034543.5,1610602279042633.8
71,neg_img_14_1.png,1610602279042633.8,1610602279050724.2
72,neg_img_14_2.png,1610602279050724.2,1610602279058814.5
73,neg_img_14_3.png,1610602279058814.5,1610602279066905.0
74,neg_img_14_4.png,1610602279066905.0,1610602279074995.2
75,neg_img_15_0.png,1610602279074995.2,1610602279083085.5
76,neg_img_15_1.png,1610602279083085.5,1610602279091176.0
77,neg_img_15_2.png,1610602279091176.0,1610602279099266.2
78,neg_img_15_3.png,1610602279099266.2,1610602279107356.8
79,neg_img_15_4.png,1610602279107356.8,1610602279115447.0
80,neg_img_16_0.png,1610602279115447.0,1610602279123537.2
81,neg_img_16_1.png,1610602279123537.2,1610602279131627.8
82,neg_img_16_2.png,1610602279131627.8,1610602279139718.0
83,neg_img_16_3.png,1610602279139718.0,1610602279147808.5
84,neg_img_16_4.png,1610602279147808.5,1610602279155898.8
85,neg_img_17_0.png,1610602279155898.8,1610602279163989.0
86,neg_img_17_1.png,1610602279163989.0,1610602279172079.5
87,neg_img_17_2.png,1610602279172079.5,1610602279180169.8
88,neg_img_17_3.png,1610602279180169.8,1610602279188260.2
89,neg_img_17_4.png,1610602279188260.2,1610602279196350.5
90,neg_img_18_0.png,1610602279196350.5,1610602279204440.8
91,neg_img_18_1.png,1610602279204440.8,1610602279212531.2
92,neg_img_18_2.png,1610602279212531.2,1610602279220621.5
93,neg_img_18_3.png,1610602279220621.5,1610602279228712.0
94,neg_img_18_4.png,1610602279228712.0,1610602279236802.2
95,neg_img_19_0.png,1610602279236802.2,1610602279244892.5
96,neg_img_19_1.png,1610602279244892.5,1610602279252983.0
97,neg_img_19_2.png,1610602279252983.0,1610602279261073.2
98,neg_img_19_3.png,1610602279261073.2,1610602279269163.8
99,neg_img_19_4.png,1610602279269163.8,1610602279277254.0
100,neg_img_20_0.png,1610602279277254.0,1610602279285344.2
101,neg_img_20_1.png,1610602279285344.2,1610602279293434.8
102,neg_img_20_2.png,1610602279293434.8,1610602279301525.0
103,neg_img_20_3.png,1610602279301525.0,1610602279309615.5
104,neg_img_20_4.png,1610602279309615.5,1610602279317705.8
105,neg_img_21_0.png,1610602279317705.8,1610602279325796.0
106,neg_img_21_1.png,1610602279325796.0,1610602279333886.5
107,neg_img_21_2.png,1610602279333886.5,1610602279341976.8
108,neg_img_21_3.png,1610602279341976.8,1610602279350067.2
109,neg_img_21_4.png,1610602279350067.2,1610602279358157.5
110,neg_img_22_0.png,1610602279358157.5,1610602279366247.8
111,neg_img_22_1.png,1610602279366247.8,1610602279374338.2
112,neg_img_22_2.png,1610602279374338.2,1610602279382428.5
113,neg_img_22_3.png,1610602279382428.5,1610602279390519.0
114,neg_img_22_4.png,1610602279390519.0,1610602279398609.2
115,neg_img_23_0.png,1610602279398609.2,1610602279406699.5
116,neg_img_23_1.png,1610602279406699.5,1610602279414790.0
117,neg_img_23_2.png,1610602279414790.0,1610602279422880.2
118,neg_img_23_3.png,1610602279422880.2,1610602279430970.8
119,neg_img_23_4.png,1610602279430970.8,1610602279439061.0
120,neg_img_24_0.png,1610602279439061.0,1610602279447151.2
121,neg_img_24_1.png,1610602279447151.2,1610602279455241.8
122,neg_img_24_2.png,1610602279455241.8,1610602279463332.0
123,neg_img_24_3.png,1610602279463332.0,1610602279471422.5
124,neg_img_24_4.png,1610602279471422.5,1610602279479512.8
125,neg_img_25_0.png,1610602279479512.8,1610602279487603.0
126,neg_img_25_1.png,1610602279487603.0,1610602279495693.5
127,neg_img_25_2.png,1610602279495693.5,1610602279503783.8
128,neg_img_25_3.png,1610602279503783.8,1610602279511874.2
129,neg_img_25_4.png,1610602279511874.2,1610602279519964.5
130,neg_img_26_0.png,1610602279519964.5,1610602279528054.8
131,neg_img_26_1.png,1610602279528054.8,1610602279536145.2
132,neg_img_26_2.png,1610602279536145.2,1610602279544235.5
133,neg_img_26_3.png,1610602279544235.5,1610602279552326.0
134,neg_img_26_4.png,1610602279552326.0,1610602279560416.2
135,neg_img_27_0.png,1610602279560416.2,1610602279568506.5
136,neg_img_27_1.png,1610602279568506.5,1610602279576597.0
137,neg_img_27_2.png,1610602279576597.0,1610602279584687.2
138,neg_img_27_3.png,1610602279584687.2,1610602279592777.8
139,neg_img_27_4.png,1610602279592777.8,1610602279600868.0
140,neg_img_28_0.png,1610602279600868.0,1610602279608958.2
141,neg_img_28_1.png,1610602279608958.2,1610602279617048.8
142,neg_img_28_2.png,1610602279617048.8,1610602279625139.0
143,neg_img_28_3.png,1610602279625139.0,1610602279633229.5
144,neg_img_28_4.png,1610602279633229.5,1610602279641319.8
145,neg_img_29_0.png,1610602279641319.8,1610602279649410.0
146,neg_img_29_1.png,1610602279649410.0,1610602279657500.5
147,neg_img_29_2.png,1610602279657500.5,1610602279665590.8
148,neg_img_29_3.png,1610602279665590.8,1610602279673681.2
149,neg_img_29_4.png,1610602279673681.2,1610602279681771.5
150,neg_img_30_0.png,1610602279681771.5,1610602279689861.8
151,neg_img_30_1.png,1610602279689861.8,1610602279697952.2
152,neg_img_30_2.png,1610602279697952.2,1610602279706042.5
153,neg_img_30_3.png,1610602279706042.5,1610602279714133.0
154,neg_img_30_4.png,1610602279714133.0,1610602279722223.2
155,neg_img_31_0.png,1610602279722223.2,1610602279730313.5
156,neg_img_31_1.png,1610602279730313.5,1610602279738404.0
157,neg_img_31_2.png,1610602279738404.0,1610602279746494.2
158,neg_img_31_3.png,1610602279746494.2,1610602279754584.8
159,neg_img_31_4.png,1610602279754584.8,1610602279762675.0
160,neg_img_32_0.png,1610602279762675.0,1610602279770765.2
161,neg_img_32_1.png,1610602279770765.2,1610602279778855.8
162,neg_img_32_2.png,1610602279778855.8,1610602279786946.0
163,neg_img_32_3.png,1610602279786946.0,1610602279795036.5
164,neg_img_32_4.png,1610602279795036.5,1610602279803126.8
165,neg_img_33_0.png,1610602279803126.8,1610602279811217.0
166,neg_img_33_1.png,1610602279811217.0,1610602279819307.5
167,neg_img_33_2.png,1610602279819307.5,1610602279827397.8
168,neg_img_33_3.png,1610602279827397.8,1610602279835488.2
169,neg_img_33_4.png,1610602279835488.2,1610602279843578.5
170,neg_img_34_0.png,1610602279843578.5,1610602279851668.8
171,neg_img_34_1.png,1610602279851668.8,1610602279859759.2
172,neg_img_34_2.png,1610602279859759.2,1610602279867849.5
173,neg_img_34_3.png,1610602279867849.5,1610602279875940.0
174,neg_img_34_4.png,1610602279875940.0,1610602279884030.2
175,neg_img_35_0.png,1610602279884030.2,1610602279892120.5
176,neg_img_35_1.png,1610602279892120.5,1610602279900211.0
177,neg_img_35_2.png,1610602279900211.0,1610602279908301.2
178,neg_img_35_3.png,1610602279908301.2,1610602279916391.8
179,neg_img_35_4.png,1610602279916391.8,1610602279924482.0
180,neg_img_36_0.png,1610602279924482.0,1610602279932572.2
181,neg_img_36_1.png,1610602279932572.2,1610602279940662.8
182,neg_img_36_2.png,1610602279940662.8,1610602279948753.0
183,neg_img_36_3.png,1610602279948753.0,1610602279956843.5
184,neg_img_36_4.png,1610602279956843.5,1610602279964933.8
185,neg_img_37_0.png,1610602279964933.8,1610602279973024.0
186,neg_img_37_1.png,1610602279973024.0,1610602279981114.5
187,neg_img_37_2.png,1610602279981114.5,1610602279989204.8
188,neg_img_37_3.png,1610602279989204.8,1610602279997295.2
189,neg_img_37_4.png,1610602279997295.2,1610602280005385.5
190,neg_img_38_0.png,1610602280005385.5,1610602280013475.8
191,neg_img_38_1.png,1610602280013475.8,1610602280021566.2
192,neg_img_38_2.png,1610602280021566.2,1610602280029656.5
193,neg_img_38_3.png,1610602280029656.5,1610602280037747.0
194,neg_img_38_4.png,1610602280037747.0,1610602280045837.2
195,neg_img_39_0.png,1610602280045837.2,1610602280053927.5
196,neg_img_39_1.png,1610602280053927.5,1610602280062018.0
197,neg_img_39_2.png,1610602280062018.0,1610602280070108.2
198,neg_img_39_3.png,1610602280070108.2,1610602280078198.8
199,neg_img_39_4.png,1610602280078198.8,1610602280086289.0
200,neg_img_40_0.png,1610602280086289.0,1610602280094379.2
201,neg_img_40_1.png,1610602280094379.2,1610602280102469.8
202,neg_img_40_2.png,1610602280102469.8,1610602280110560.0
203,neg_img_40_3.png,1610602280110560.0,1610602280118650.5
204,neg_img_40_4.png,1610602280118650.5,1610602280126740.8
205,neg_img_41_0.png,1610602280126740.8,1610602280134831.0
206,neg_img_41_1.png,1610602280134831.0,1610602280142921.5
207,neg_img_41_2.png,1610602280142921.5,1610602280151011.8
208,neg_img_41_3.png,1610602280151011.8,1610602280159102.2
209,neg_img_41_4.png,1610602280159102.2,1610602280167192.5
210,neg_img_42_0.png,1610602280167192.5,1610602280175282.8
211,neg_img_42_1.png,1610602280175282.8,1610602280183373.2
212,neg_img_42_2.png,1610602280183373.2,1610602280191463.5
213,neg_img_42_3.png,1610602280191463.5,1610602280199554.0
214,neg_img_42_4.png,1610602280199554.0,1610602280207644.2
215,neg_img_43_0.png,1610602280207644.2,1610602280215734.5
216,neg_img_43_1.png,1610602280215734.5,1610602280223825.0
217,neg_img_43_2.png,1610602280223825.0,1610602280231915.2
218,neg_img_43_3.png,1610602280231915.2,1610602280240005.8
219,neg_img_43_4.png,1610602280240005.8,1610602280248096.0
220,neg_img_44_0.png,1610602280248096.0,1610602280256186.2
221,neg_img_44_1.png,1610602280256186.2,1610602280264276.8
222,neg_img_44_2.png,1610602280264276.8,1610602280272367.0
223,neg_img_44_3.png,1610602280272367.0,1610602280280457.5
224,neg_img_44_4.png,1610602280280457.5,1610602280288547.8
225,neg_img_45_0.png,1610602280288547.8,1610602280296638.0
226,neg_img_45_1.png,1610602280296638.0,1610602280304728.5
227,neg_img_45_2.png,1610602280304728.5,1610602280312818.8
228,neg_img_45_3.png,1610602280312818.8,1610602280320909.2
229,neg_img_45_4.png,1610602280320909.2,1610602280328999.5
230,neg_img_46_0.png,1610602280328999.5,1610602280337089.8
231,neg_img_46_1.png,1610602280337089.8,1610602280345180.2
232,neg_img_46_2.png,1610602280345180.2,1610602280353270.5
233,neg_img_46_3.png,1610602280353270.5,1610602280361361.0
234,neg_img_46_4.png,1610602280361361.0,1610602280369451.2
235,neg_img_47_0.png,1610602280369451.2,1610602280377541.5
236,neg_img_47_1.png,1610602280377541.5,1610602280385632.0
237,neg_img_47_2.png,1610602280385632.0,1610602280393722.2
238,neg_img_47_3.png,1610602280393722.2,1610602280401812.8
239,neg_img_47_4.png,1610602280401812.8,1610602280409903.0
240,neg_img_48_0.png,1610602280409903.0,1610602280417993.2
241,neg_img_48_1.png,1610602280417993.2,1610602280426083.8
242,neg_img_48_2.png,1610602280426083.8,1610602280434174.0
243,neg_img_48_3.png,1610602280434174.0,1610602280442264.5
244,neg_img_48_4.png,1610602280442264.5,1610602280450354.8
245,neg_img_49_0.png,1610602280450354.8,1610602280458445.0
246,neg_img_49_1.png,1610602280458445.0,1610602280466535.5
247,neg_img_49_2.png,1610602280466535.5,1610602280474625.8
248,neg_img_49_3.png,1610602280474625.8,1610602280482716.2
249,neg_img_49_4.png,1610602280482716.2,1610602280490806.5
250,neg_img_50_0.png,1610602280490806.5,1610602280498896.8
251,neg_img_50_1.png,1610602280498896.8,1610602280506987.2
252,neg_img_50_2.png,1610602280506987.2,1610602280515077.5
253,neg_img_50_3.png,1610602280515077.5,1610602280523168.0
254,neg_img_50_4.png,1610602280523168.0,1610602280531258.2
