,neg_img_name,bin_start,bin_ends
0,neg_img_0_0.png,1519939777.7393074,1519939777.7479208
1,neg_img_0_1.png,1519939777.7479208,1519939777.756534
2,neg_img_0_2.png,1519939777.756534,1519939777.7651477
3,neg_img_0_3.png,1519939777.7651477,1519939777.773761
4,neg_img_0_4.png,1519939777.773761,1519939777.7823744
5,neg_img_1_0.png,1519939777.7823744,1519939777.7909877
6,neg_img_1_1.png,1519939777.7909877,1519939777.799601
7,neg_img_1_2.png,1519939777.799601,1519939777.8082147
8,neg_img_1_3.png,1519939777.8082147,1519939777.816828
9,neg_img_1_4.png,1519939777.816828,1519939777.8254414
10,neg_img_2_0.png,1519939777.8254414,1519939777.834055
11,neg_img_2_1.png,1519939777.834055,1519939777.8426685
12,neg_img_2_2.png,1519939777.8426685,1519939777.8512821
13,neg_img_2_3.png,1519939777.8512821,1519939777.8598957
14,neg_img_2_4.png,1519939777.8598957,1519939777.8685093
15,neg_img_3_0.png,1519939777.8685093,1519939777.8771226
16,neg_img_3_1.png,1519939777.8771226,1519939777.885736
17,neg_img_3_2.png,1519939777.885736,1519939777.8943496
18,neg_img_3_3.png,1519939777.8943496,1519939777.902963
19,neg_img_3_4.png,1519939777.902963,1519939777.9115763
20,neg_img_4_0.png,1519939777.9115763,1519939777.9201896
21,neg_img_4_1.png,1519939777.9201896,1519939777.928803
22,neg_img_4_2.png,1519939777.928803,1519939777.9374166
23,neg_img_4_3.png,1519939777.9374166,1519939777.94603
24,neg_img_4_4.png,1519939777.94603,1519939777.9546432
25,neg_img_5_0.png,1519939777.9546432,1519939777.9632566
26,neg_img_5_1.png,1519939777.9632566,1519939777.97187
27,neg_img_5_2.png,1519939777.97187,1519939777.9804835
28,neg_img_5_3.png,1519939777.9804835,1519939777.9890969
29,neg_img_5_4.png,1519939777.9890969,1519939777.9977102
30,neg_img_6_0.png,1519939777.9977102,1519939778.0063236
31,neg_img_6_1.png,1519939778.0063236,1519939778.0149372
32,neg_img_6_2.png,1519939778.0149372,1519939778.0235505
33,neg_img_6_3.png,1519939778.0235505,1519939778.032164
34,neg_img_6_4.png,1519939778.032164,1519939778.0407774
35,neg_img_7_0.png,1519939778.0407774,1519939778.049391
36,neg_img_7_1.png,1519939778.049391,1519939778.0580046
37,neg_img_7_2.png,1519939778.0580046,1519939778.0666182
38,neg_img_7_3.png,1519939778.0666182,1519939778.0752318
39,neg_img_7_4.png,1519939778.0752318,1519939778.0838454
40,neg_img_8_0.png,1519939778.0838454,1519939778.0924587
41,neg_img_8_1.png,1519939778.0924587,1519939778.101072
42,neg_img_8_2.png,1519939778.101072,1519939778.1096857
43,neg_img_8_3.png,1519939778.1096857,1519939778.118299
44,neg_img_8_4.png,1519939778.118299,1519939778.1269124
45,neg_img_9_0.png,1519939778.1269124,1519939778.1355257
46,neg_img_9_1.png,1519939778.1355257,1519939778.144139
47,neg_img_9_2.png,1519939778.144139,1519939778.1527526
48,neg_img_9_3.png,1519939778.1527526,1519939778.161366
49,neg_img_9_4.png,1519939778.161366,1519939778.1699793
50,neg_img_10_0.png,1519939778.1699793,1519939778.1785927
51,neg_img_10_1.png,1519939778.1785927,1519939778.187206
52,neg_img_10_2.png,1519939778.187206,1519939778.1958196
53,neg_img_10_3.png,1519939778.1958196,1519939778.204433
54,neg_img_10_4.png,1519939778.204433,1519939778.2130463
55,neg_img_11_0.png,1519939778.2130463,1519939778.22166
56,neg_img_11_1.png,1519939778.22166,1519939778.2302735
57,neg_img_11_2.png,1519939778.2302735,1519939778.238887
58,neg_img_11_3.png,1519939778.238887,1519939778.2475007
59,neg_img_11_4.png,1519939778.2475007,1519939778.2561142
60,neg_img_12_0.png,1519939778.2561142,1519939778.2647276
61,neg_img_12_1.png,1519939778.2647276,1519939778.2733412
62,neg_img_12_2.png,1519939778.2733412,1519939778.2819545
63,neg_img_12_3.png,1519939778.2819545,1519939778.290568
64,neg_img_12_4.png,1519939778.290568,1519939778.2991815
65,neg_img_13_0.png,1519939778.2991815,1519939778.3077948
66,neg_img_13_1.png,1519939778.3077948,1519939778.3164082
67,neg_img_13_2.png,1519939778.3164082,1519939778.3250217
68,neg_img_13_3.png,1519939778.3250217,1519939778.333635
69,neg_img_13_4.png,1519939778.333635,1519939778.3422484
70,neg_img_14_0.png,1519939778.3422484,1519939778.3508618
71,neg_img_14_1.png,1519939778.3508618,1519939778.3594751
72,neg_img_14_2.png,1519939778.3594751,1519939778.3680887
73,neg_img_14_3.png,1519939778.3680887,1519939778.376702
74,neg_img_14_4.png,1519939778.376702,1519939778.3853154
75,neg_img_15_0.png,1519939778.3853154,1519939778.393929
76,neg_img_15_1.png,1519939778.393929,1519939778.4025426
77,neg_img_15_2.png,1519939778.4025426,1519939778.4111562
78,neg_img_15_3.png,1519939778.4111562,1519939778.4197698
79,neg_img_15_4.png,1519939778.4197698,1519939778.4283834
80,neg_img_16_0.png,1519939778.4283834,1519939778.4369967
81,neg_img_16_1.png,1519939778.4369967,1519939778.44561
82,neg_img_16_2.png,1519939778.44561,1519939778.4542236
83,neg_img_16_3.png,1519939778.4542236,1519939778.462837
84,neg_img_16_4.png,1519939778.462837,1519939778.4714503
