,pos_img_name,bin_start,bin_ends
411,pos_img_82_1.png,1610602281793352.8,1610602281801443.2
412,pos_img_82_2.png,1610602281801443.2,1610602281809533.5
413,pos_img_82_3.png,1610602281809533.5,1610602281817624.0
414,pos_img_82_4.png,1610602281817624.0,1610602281825714.2
415,pos_img_83_0.png,1610602281825714.2,1610602281833804.5
416,pos_img_83_1.png,1610602281833804.5,1610602281841895.0
417,pos_img_83_2.png,1610602281841895.0,1610602281849985.2
418,pos_img_83_3.png,1610602281849985.2,1610602281858075.8
419,pos_img_83_4.png,1610602281858075.8,1610602281866166.0
420,pos_img_84_0.png,1610602281866166.0,1610602281874256.2
421,pos_img_84_1.png,1610602281874256.2,1610602281882346.8
422,pos_img_84_2.png,1610602281882346.8,1610602281890437.0
423,pos_img_84_3.png,1610602281890437.0,1610602281898527.5
424,pos_img_84_4.png,1610602281898527.5,1610602281906617.8
425,pos_img_85_0.png,1610602281906617.8,1610602281914708.0
426,pos_img_85_1.png,1610602281914708.0,1610602281922798.5
427,pos_img_85_2.png,1610602281922798.5,1610602281930888.8
428,pos_img_85_3.png,1610602281930888.8,1610602281938979.2
429,pos_img_85_4.png,1610602281938979.2,1610602281947069.5
430,pos_img_86_0.png,1610602281947069.5,1610602281955159.8
431,pos_img_86_1.png,1610602281955159.8,1610602281963250.2
432,pos_img_86_2.png,1610602281963250.2,1610602281971340.5
433,pos_img_86_3.png,1610602281971340.5,1610602281979431.0
434,pos_img_86_4.png,1610602281979431.0,1610602281987521.2
435,pos_img_87_0.png,1610602281987521.2,1610602281995611.5
436,pos_img_87_1.png,1610602281995611.5,1610602282003702.0
437,pos_img_87_2.png,1610602282003702.0,1610602282011792.2
438,pos_img_87_3.png,1610602282011792.2,1610602282019882.8
439,pos_img_87_4.png,1610602282019882.8,1610602282027973.0
440,pos_img_88_0.png,1610602282027973.0,1610602282036063.2
441,pos_img_88_1.png,1610602282036063.2,1610602282044153.8
442,pos_img_88_2.png,1610602282044153.8,1610602282052244.0
443,pos_img_88_3.png,1610602282052244.0,1610602282060334.5
444,pos_img_88_4.png,1610602282060334.5,1610602282068424.8
445,pos_img_89_0.png,1610602282068424.8,1610602282076515.0
446,pos_img_89_1.png,1610602282076515.0,1610602282084605.5
447,pos_img_89_2.png,1610602282084605.5,1610602282092695.8
448,pos_img_89_3.png,1610602282092695.8,1610602282100786.2
